NaN,0,1,2,4,6,8
91,83,71,76,74,49,64
87,84,73,70,63,74,55
92,82,89,73,71,60,62
83,99,82,62,71,59,61
77,83,75,70,63,68,61
93,77,79,64,64,56,53
